LenderYield,ProsperScore,BorrowerState,Occupation,OriginationYear,CreditScoreRangeLower
0.3034,2.0,NC,Other,2013,700.0
0.3,5.0,AL,Other,2009,660.0
0.1625,5.0,NC,Other,2013,680.0
0.2298,7.0,MA,Other,2012,720.0
0.21,6.0,IL,Clerical,2009,620.0
0.117,9.0,NY,Analyst,2012,760.0
0.1699,8.0,CA,Other,2011,720.0
0.083,7.0,SC,Computer Programmer,2014,700.0
0.125,8.0,MA,Retail Management,2014,660.0
0.0486,9.0,ID,Civil Service,2012,840.0
0.142,4.0,MA,Computer Programmer,2013,700.0
0.34,5.0,NJ,Professor,2010,680.0
0.1199,9.0,OH,Laborer,2013,660.0
0.104,8.0,AL,Clerical,2009,760.0
0.0989,8.0,CA,Administrative Assistant,2013,760.0
0.0874,10.0,CA,Medical Technician,2012,740.0
0.1579,5.0,NJ,Tradesman - Electrician,2013,680.0
0.0861,10.0,GA,Executive,2012,820.0
0.0749,9.0,OH,Professor,2011,780.0
0.2524,2.0,WI,Other,2013,660.0
0.28,5.0,IN,Nurse (RN),2010,640.0
0.2599,3.0,AL,Food Service Management,2013,660.0
0.072,8.0,CA,Administrative Assistant,2009,760.0
0.1625,4.0,MA,Construction,2014,700.0
0.1259,8.0,VA,Tradesman - Mechanic,2012,640.0
0.2125,2.0,GA,Engineer - Electrical,2013,700.0
0.3132,5.0,GA,Accountant/CPA,2012,720.0
0.1513,8.0,VA,Student - College Graduate Student,2010,600.0
0.2246,4.0,NY,Administrative Assistant,2013,660.0
0.2187,5.0,CA,Other,2012,640.0
0.0999,6.0,PA,Teacher,2014,680.0
0.1255,8.0,MN,Analyst,2013,700.0
0.0934,8.0,MD,Computer Programmer,2013,800.0
0.1249,7.0,TX,Nurse (RN),2013,680.0
0.277,6.0,NE,Accountant/CPA,2012,700.0
0.2599,7.0,FL,Sales - Commission,2011,700.0
0.2524,6.0,MN,Construction,2012,700.0
0.166,5.0,IL,Other,2013,760.0
0.1385,6.0,MN,Retail Management,2013,680.0
0.277,6.0,MD,Administrative Assistant,2012,700.0
0.1924,5.0,SC,Other,2012,680.0
0.1476,7.0,CO,Food Service Management,2012,700.0
0.3099,4.0,OH,Other,2011,640.0
0.0659,10.0,CA,Fireman,2013,800.0
0.2309,7.0,IN,Analyst,2010,660.0
0.34,3.0,NJ,Other,2009,660.0
0.1556,6.0,CA,Executive,2011,740.0
0.1949,6.0,WI,Nurse (LPN),2012,720.0
0.3077,5.0,MD,Other,2012,680.0
0.139,8.0,OH,Accountant/CPA,2010,800.0
0.275,3.0,NJ,Executive,2014,640.0
0.2246,4.0,MD,Professional,2013,680.0
0.34,6.0,WA,Retail Management,2010,640.0
0.29,2.0,MI,Civil Service,2010,600.0
0.166,4.0,AL,Waiter/Waitress,2013,700.0
0.1299,10.0,CT,Nurse (RN),2013,700.0
0.198,3.0,SC,Sales - Retail,2014,700.0
0.1699,8.0,MD,Sales - Commission,2011,640.0
0.1428,8.0,CA,Engineer - Mechanical,2012,700.0
0.1419,6.0,MO,Other,2013,740.0
0.07,10.0,MT,Retail Management,2011,800.0
0.0764,9.0,GA,Professional,2012,780.0
0.1699,8.0,PA,Sales - Retail,2011,700.0
0.14,5.0,PA,Nurse (LPN),2014,780.0
0.1399,8.0,OH,Skilled Labor,2012,720.0
0.3077,3.0,CO,Other,2012,760.0
0.0999,7.0,CO,Professional,2013,720.0
0.184,4.0,NJ,Other,2014,720.0
0.082,9.0,TX,Waiter/Waitress,2010,720.0
0.1299,7.0,OH,Executive,2013,700.0
0.3077,4.0,TN,Administrative Assistant,2012,700.0
0.0739,9.0,NY,Clerical,2012,720.0
0.1089,4.0,MD,Analyst,2014,720.0
0.1599,7.0,IL,Other,2011,720.0
0.3085,8.0,NJ,Professional,2012,640.0
0.1999,4.0,MN,Other,2013,680.0
0.142,7.0,NY,Truck Driver,2013,700.0
0.07,10.0,SD,Executive,2010,760.0
0.2599,6.0,WV,Other,2011,660.0
0.239,8.0,GA,Computer Programmer,2010,640.0
0.2172,3.0,MO,Laborer,2013,660.0
0.2669,6.0,MO,Laborer,2013,640.0
0.1385,9.0,NC,Analyst,2013,700.0
0.191,5.0,WI,Truck Driver,2013,680.0
0.191,4.0,FL,Professor,2013,680.0
0.226,5.0,CA,Executive,2009,760.0
0.1999,7.0,VA,Professional,2012,700.0
0.1699,8.0,OH,Computer Programmer,2011,740.0
0.1795,5.0,GA,Analyst,2009,660.0
0.1815,4.0,AZ,Nurse (LPN),2013,660.0
0.1103,9.0,GA,Investor,2013,680.0
0.1255,9.0,OH,Retail Management,2014,720.0
0.205,4.0,NY,Civil Service,2014,680.0
0.0799,9.0,PA,Other,2011,820.0
0.1349,9.0,MO,Other,2011,700.0
0.1999,7.0,AZ,Analyst,2012,700.0
0.0559,10.0,CA,Other,2014,720.0
0.2599,5.0,OR,Teacher,2011,680.0
0.3077,4.0,AL,Executive,2012,740.0
0.2135,6.0,IN,Other,2014,640.0
0.3027,2.0,IN,Executive,2012,700.0
0.1775,4.0,AZ,Other,2014,660.0
0.191,4.0,VA,Teacher,2013,700.0
0.174,4.0,TX,Accountant/CPA,2013,660.0
0.3034,2.0,WA,Engineer - Mechanical,2013,760.0
0.188,4.0,IL,Administrative Assistant,2013,660.0
0.1905,6.0,GA,Flight Attendant,2011,720.0
0.1985,8.0,FL,Engineer - Electrical,2012,740.0
0.2018,4.0,NY,Other,2012,660.0
0.1999,3.0,CO,Other,2013,680.0
0.2466,3.0,NY,Other,2013,660.0
0.0749,9.0,NJ,Professional,2013,800.0
0.0505,11.0,CT,Laborer,2014,780.0
0.1699,8.0,NH,Other,2011,720.0
0.2389,7.0,CT,Professional,2012,660.0
0.2612,2.0,NY,Other,2013,760.0
0.1349,8.0,FL,Computer Programmer,2011,740.0
0.1451,9.0,CA,Other,2012,780.0
0.2024,8.0,NV,Food Service Management,2012,760.0
0.1174,7.0,UT,Teacher,2014,700.0
0.1059,11.0,VA,Civil Service,2014,700.0
0.2299,4.0,VA,Other,2011,680.0
0.187,3.0,IL,Executive,2014,700.0
0.1724,3.0,CA,Computer Programmer,2013,740.0
0.2767,6.0,MI,Skilled Labor,2012,680.0
0.152,5.0,OR,Laborer,2013,680.0
0.184,4.0,GA,Executive,2014,740.0
0.2906,6.0,AZ,Other,2013,760.0
0.1665,3.0,CA,Accountant/CPA,2014,700.0
0.1924,8.0,RI,Other,2012,740.0
0.3077,3.0,FL,Sales - Commission,2012,720.0
0.32,2.0,GA,Other,2010,660.0
0.3204,2.0,MI,Administrative Assistant,2012,620.0
0.0739,10.0,MI,Professional,2012,720.0
0.1915,4.0,IL,Other,2013,720.0
0.2259,3.0,MD,Other,2013,700.0
0.2246,2.0,FL,Executive,2013,700.0
0.0999,11.0,CA,Nurse (RN),2013,680.0
0.2079,4.0,VA,Engineer - Mechanical,2013,740.0
0.2825,3.0,CA,Other,2013,640.0
0.177,7.0,OH,Analyst,2013,700.0
0.188,4.0,IN,Laborer,2013,700.0
0.2927,7.0,VA,Nurse (RN),2011,640.0
0.1485,4.0,NM,Medical Technician,2014,660.0
0.2399,6.0,AL,Sales - Commission,2011,700.0
0.3077,5.0,MI,Other,2012,660.0
0.2298,7.0,CT,Analyst,2012,700.0
0.3077,3.0,AZ,Attorney,2011,700.0
0.0934,9.0,NY,Teacher,2013,760.0
0.1459,5.0,TX,Tradesman - Mechanic,2013,780.0
0.3077,4.0,NY,Nurse (RN),2012,680.0
0.1485,8.0,NY,Professional,2013,680.0
0.3099,4.0,CA,Analyst,2011,740.0
0.1745,8.0,NY,Professional,2012,660.0
0.34,4.0,NY,Other,2010,660.0
0.2399,4.0,UT,Computer Programmer,2011,680.0
0.0999,9.0,MD,Other,2010,780.0
0.3027,4.0,NY,Construction,2011,660.0
0.0989,10.0,NY,Executive,2013,680.0
0.1485,5.0,NY,Civil Service,2013,700.0
0.2545,7.0,IL,Other,2009,660.0
0.1999,6.0,NJ,Computer Programmer,2012,760.0
0.2529,4.0,PA,Other,2013,660.0
0.221,7.0,MD,Professional,2013,640.0
0.152,5.0,FL,Other,2014,660.0
0.089,11.0,OK,Dentist,2014,740.0
0.1435,6.0,DC,Professional,2014,700.0
0.2686,2.0,AZ,Pharmacist,2013,700.0
0.293,5.0,VA,Nurse (LPN),2012,680.0
0.1745,8.0,SC,Professional,2012,760.0
0.1299,8.0,TX,Other,2011,760.0
0.0999,8.0,NY,Retail Management,2013,780.0
0.1985,8.0,TN,Other,2012,720.0
0.0515,10.0,MN,Professor,2013,760.0
0.1365,7.0,GA,Analyst,2013,760.0
0.1169,5.0,IL,Tradesman - Electrician,2013,780.0
0.14,7.0,NY,Analyst,2013,700.0
0.2332,4.0,TX,Military Enlisted,2013,680.0
0.1296,9.0,MN,Executive,2012,840.0
0.1849,8.0,FL,Other,2011,680.0
0.1814,7.0,CA,Investor,2013,640.0
0.251,4.0,WI,Executive,2012,640.0
0.2709,4.0,NY,Skilled Labor,2013,640.0
0.2424,7.0,CA,Other,2012,640.0
0.1745,8.0,CA,Other,2012,740.0
0.1149,7.0,CA,Civil Service,2013,700.0
0.285,7.0,NC,Scientist,2011,760.0
0.1149,7.0,CA,Other,2013,680.0
0.1625,4.0,OH,Other,2014,680.0
0.1415,8.0,MD,Engineer - Chemical,2010,720.0
0.1196,8.0,CA,Analyst,2012,700.0
0.1319,6.0,VA,Teacher,2013,740.0
0.0649,10.0,IL,Computer Programmer,2012,760.0
0.0999,6.0,TX,Administrative Assistant,2014,680.0
0.3027,5.0,MD,Professional,2012,680.0
0.3077,2.0,NY,Other,2012,680.0
0.2999,2.0,MI,Executive,2011,660.0
0.152,6.0,TN,Skilled Labor,2014,640.0
0.154,8.0,NC,Professional,2011,760.0
0.117,8.0,OH,Other,2012,780.0
0.1476,7.0,WI,Professional,2012,740.0
0.2008,9.0,PA,Other,2010,660.0
0.1555,7.0,PA,Nurse (RN),2014,740.0
0.0769,10.0,CA,Accountant/CPA,2013,780.0
0.0864,8.0,CO,Computer Programmer,2012,660.0
0.0935,8.0,TX,Postal Service,2010,780.0
0.152,4.0,CA,Sales - Retail,2013,680.0
0.156,8.0,OH,Professional,2013,680.0
0.3077,2.0,ID,Other,2012,700.0
0.073,9.0,CO,Accountant/CPA,2010,840.0
0.3099,4.0,CA,Other,2011,680.0
0.1999,7.0,CA,Teacher,2012,720.0
0.1674,4.0,MI,Administrative Assistant,2012,680.0
0.1499,8.0,MT,Executive,2011,760.0
0.1214,4.0,TX,Truck Driver,2013,720.0
0.3077,5.0,TX,Other,2012,680.0
0.1479,6.0,NH,Skilled Labor,2013,740.0
0.3077,4.0,GA,Police Officer/Correction Officer,2012,740.0
0.2259,4.0,CO,Professional,2013,640.0
0.1053,5.0,TX,Construction,2013,760.0
0.2825,2.0,FL,Other,2013,680.0
0.3077,4.0,AZ,Other,2012,720.0
0.2051,8.0,NY,Food Service Management,2011,660.0
0.2204,3.0,MD,Other,2014,700.0
0.2039,4.0,MI,Truck Driver,2013,700.0
0.093,8.0,MA,Executive,2010,840.0
0.0799,9.0,CA,Other,2012,800.0
0.1409,6.0,NY,Computer Programmer,2013,740.0
0.1019,8.0,CA,Nurse (RN),2014,700.0
0.3077,3.0,NJ,Accountant/CPA,2012,600.0
0.1485,7.0,TX,Executive,2013,700.0
0.3099,5.0,NY,Car Dealer,2011,660.0
0.2389,6.0,CA,Other,2012,740.0
0.2625,8.0,GA,Food Service,2010,680.0
0.3204,6.0,IL,Other,2012,680.0
0.2858,6.0,MI,Other,2012,660.0
0.1435,5.0,CA,Analyst,2013,660.0
0.1249,5.0,AZ,Civil Service,2013,780.0
0.34,4.0,TN,Truck Driver,2010,660.0
0.2899,4.0,CA,Sales - Retail,2013,660.0
0.2499,6.0,NV,Civil Service,2011,660.0
0.251,6.0,PA,Executive,2012,620.0
0.2,9.0,MI,Flight Attendant,2010,660.0
0.152,10.0,TX,Other,2014,700.0
0.2899,2.0,CA,Other,2012,640.0
0.1595,5.0,OH,Principal,2013,660.0
0.1199,4.0,CA,Other,2013,720.0
0.1099,10.0,FL,Engineer - Chemical,2011,820.0
0.1435,6.0,PA,Other,2014,640.0
0.1199,7.0,OH,Nurse (LPN),2013,680.0
0.0669,10.0,MA,Engineer - Mechanical,2013,700.0
0.2832,6.0,SD,Administrative Assistant,2012,660.0
0.3025,1.0,OH,Engineer - Mechanical,2011,620.0
0.0989,7.0,WA,Other,2012,700.0
0.0939,8.0,CA,Executive,2014,780.0
0.1315,5.0,CT,Sales - Retail,2014,680.0
0.145,4.0,PA,Police Officer/Correction Officer,2013,740.0
0.082,9.0,WA,Other,2010,700.0
0.2389,7.0,MD,Other,2012,720.0
0.125,9.0,TX,Civil Service,2014,680.0
0.1699,8.0,TN,Other,2011,700.0
0.13,8.0,AZ,Tradesman - Mechanic,2014,660.0
0.1073,9.0,CA,Computer Programmer,2013,740.0
0.333,8.0,OH,Other,2010,660.0
0.3077,5.0,MI,Nurse (RN),2012,660.0
0.13,7.0,NC,Professional,2014,680.0
0.2612,2.0,OR,Teacher,2012,660.0
0.2259,3.0,TX,Medical Technician,2013,740.0
0.221,4.0,IN,Other,2013,680.0
0.2118,8.0,MI,Laborer,2012,680.0
0.2466,2.0,AR,Skilled Labor,2013,760.0
0.1668,8.0,CA,Tradesman - Mechanic,2012,640.0
0.2461,7.0,WI,Other,2011,660.0
0.3315,6.0,CA,Other,2010,640.0
0.293,2.0,OH,Other,2013,660.0
0.1625,6.0,MA,Tradesman - Mechanic,2013,660.0
0.1699,8.0,CA,Engineer - Electrical,2011,700.0
0.0929,10.0,CA,Other,2011,720.0
0.2424,6.0,IL,Attorney,2012,680.0
0.2669,4.0,NJ,Accountant/CPA,2013,640.0
0.145,4.0,GA,Other,2013,660.0
0.1579,6.0,FL,Engineer - Electrical,2013,660.0
0.1359,8.0,KY,Teacher,2012,740.0
0.1724,5.0,OH,Analyst,2013,700.0
0.1099,4.0,MA,Other,2014,720.0
0.1319,6.0,RI,Food Service,2013,780.0
0.2154,3.0,FL,Construction,2014,700.0
0.1814,5.0,GA,Landscaping,2013,700.0
0.0985,10.0,FL,Analyst,2012,800.0
0.1485,7.0,MD,Computer Programmer,2014,700.0
0.1669,5.0,FL,Clerical,2013,720.0
0.1285,8.0,UT,Clerical,2010,740.0
0.1089,11.0,CA,Professor,2014,640.0
0.3077,4.0,NC,Administrative Assistant,2012,700.0
0.2099,6.0,TX,Other,2012,720.0
0.1595,7.0,CA,Executive,2013,680.0
0.1485,6.0,CA,Other,2013,660.0
0.1485,10.0,CA,Analyst,2013,640.0
0.0709,10.0,TN,Analyst,2013,720.0
0.2389,6.0,MD,Fireman,2012,720.0
0.12,9.0,MA,Executive,2009,760.0
0.2906,3.0,IN,Professor,2012,620.0
0.2869,2.0,IL,Other,2013,640.0
0.1299,8.0,FL,Attorney,2013,720.0
0.2999,3.0,TN,Clerical,2011,620.0
0.2709,2.0,RI,Other,2013,700.0
0.156,4.0,AL,Teacher,2013,700.0
0.3049,4.0,WA,Sales - Retail,2011,780.0
0.2999,2.0,VA,Engineer - Electrical,2011,660.0
0.3077,4.0,IL,Truck Driver,2012,680.0
0.1539,2.0,LA,Analyst,2013,760.0
0.1985,8.0,PA,Professional,2012,740.0
0.073,8.0,TX,Medical Technician,2010,800.0
0.1945,4.0,NM,Analyst,2013,660.0
0.2204,4.0,NJ,Other,2013,660.0
0.0714,9.0,CA,Computer Programmer,2010,840.0
0.3,6.0,NE,Other,2010,680.0
0.1053,8.0,NC,Other,2013,720.0
0.1799,6.0,CA,Other,2013,680.0
0.2246,4.0,NY,Teacher,2013,660.0
0.1476,7.0,FL,Other,2012,720.0
0.2535,7.0,NE,Professional,2009,640.0
0.1985,8.0,VA,Executive,2012,700.0
0.1169,4.0,KS,Social Worker,2013,800.0
0.2599,6.0,IL,Professional,2011,720.0
0.1585,5.0,LA,Retail Management,2013,720.0
0.0749,9.0,MI,Computer Programmer,2013,760.0
0.2299,5.0,WI,Nurse (LPN),2011,680.0
0.152,7.0,NY,Food Service,2014,640.0
0.0939,8.0,GA,Other,2014,660.0
0.2411,6.0,OH,Analyst,2012,740.0
0.1719,6.0,CA,Executive,2013,700.0
0.1435,5.0,IL,Nurse (RN),2014,700.0
0.1108,8.0,NY,Nurse (RN),2012,780.0
0.3025,1.0,IN,Tradesman - Mechanic,2011,600.0
0.275,2.0,NY,Other,2014,640.0
0.2099,7.0,NY,Sales - Retail,2011,740.0
0.2187,4.0,NJ,Professional,2012,620.0
0.2858,6.0,TX,Engineer - Mechanical,2012,660.0
0.1674,8.0,IL,Other,2012,720.0
0.3027,3.0,NC,Construction,2012,700.0
0.1981,4.0,NH,Sales - Retail,2012,680.0
0.1459,6.0,NC,Other,2013,700.0
0.2099,7.0,PA,Professional,2011,720.0
0.1059,9.0,IL,Teacher,2013,680.0
0.1139,6.0,WA,Construction,2013,700.0
0.1665,4.0,PA,Professional,2014,680.0
0.2612,2.0,MN,Professional,2013,680.0
0.2858,6.0,SC,Other,2012,640.0
0.117,8.0,LA,Nurse (LPN),2012,780.0
0.1535,6.0,GA,Police Officer/Correction Officer,2014,680.0
0.1999,7.0,TN,Professional,2012,740.0
0.0874,6.0,TX,Sales - Commission,2013,740.0
0.2899,5.0,OH,Retail Management,2013,640.0
0.2899,3.0,CA,Accountant/CPA,2013,640.0
0.3025,1.0,FL,Sales - Commission,2011,660.0
0.3099,5.0,NE,Professional,2011,660.0
0.1674,4.0,GA,Professional,2012,680.0
0.2612,2.0,FL,Professional,2013,680.0
0.275,2.0,NY,Nurse's Aide,2014,660.0
0.3365,6.0,NC,Sales - Retail,2009,640.0
0.0559,11.0,OR,Teacher,2013,740.0
0.1959,4.0,WA,Executive,2013,680.0
0.2172,5.0,GA,Other,2013,700.0
0.145,4.0,CA,Sales - Retail,2013,720.0
0.0529,11.0,WY,Professional,2013,740.0
0.124,9.0,GA,Professional,2010,720.0
0.1199,7.0,IL,Executive,2013,660.0
0.2869,3.0,MD,Administrative Assistant,2013,640.0
0.0939,7.0,CA,Other,2014,700.0
0.1775,4.0,AZ,Professional,2014,680.0
0.1999,7.0,RI,Analyst,2012,720.0
0.251,2.0,GA,Sales - Commission,2012,660.0
0.3077,4.0,TX,Bus Driver,2012,700.0
0.1319,7.0,MS,Professional,2013,740.0
0.1815,5.0,CA,Other,2013,680.0
0.1255,9.0,CO,Other,2013,720.0
0.2932,2.0,CA,Accountant/CPA,2013,720.0
0.2349,7.0,NJ,Other,2012,660.0
0.152,5.0,UT,Tradesman - Electrician,2013,680.0
0.0779,9.0,ID,Retail Management,2013,740.0
0.142,4.0,VA,Nurse (RN),2013,700.0
0.1358,4.0,IL,Nurse (RN),2013,680.0
0.2473,6.0,OR,Other,2012,740.0
0.1665,4.0,VA,Skilled Labor,2014,720.0
0.1299,10.0,OK,Clerical,2013,660.0
0.1299,8.0,TX,Other,2011,720.0
0.2024,5.0,MD,Military Enlisted,2013,660.0
0.1674,8.0,NJ,Other,2012,720.0
0.212,4.0,MT,Analyst,2012,660.0
0.275,2.0,NV,Bus Driver,2013,640.0
0.0999,8.0,TX,Teacher,2011,760.0
0.2466,3.0,CA,Other,2013,680.0
0.3077,2.0,PA,Other,2012,680.0
0.1999,7.0,NC,Retail Management,2012,760.0
0.1174,10.0,CO,Tradesman - Electrician,2013,720.0
0.2599,3.0,PA,Retail Management,2013,640.0
0.2389,7.0,CA,Construction,2012,660.0
0.2709,6.0,MI,Retail Management,2013,660.0
0.17,9.0,NV,Professional,2009,660.0
0.2539,3.0,MI,Other,2013,640.0
0.145,11.0,FL,Executive,2013,680.0
0.277,5.0,PA,Other,2012,740.0
0.3034,3.0,VA,Other,2013,640.0
0.1699,8.0,IL,Other,2011,720.0
0.2135,3.0,PA,Executive,2014,660.0
0.2224,6.0,WA,Other,2012,700.0
0.0799,10.0,MN,Psychologist,2011,780.0
0.129,9.0,CT,Sales - Retail,2011,720.0
0.2499,6.0,FL,Teacher,2011,680.0
0.2349,7.0,NC,Executive,2012,660.0
0.0749,7.0,CA,Other,2013,740.0
0.2135,3.0,MD,Executive,2013,660.0
0.166,3.0,MN,Food Service Management,2013,660.0
0.2539,4.0,MD,Engineer - Electrical,2013,660.0
0.2099,6.0,OR,Other,2013,640.0
0.2369,3.0,IL,Professional,2013,660.0
0.1249,11.0,TN,Computer Programmer,2013,720.0
0.1214,6.0,NE,Other,2014,640.0
0.1699,8.0,FL,Other,2011,760.0
0.2625,7.0,MO,Realtor,2010,740.0
0.2299,4.0,GA,Engineer - Mechanical,2011,620.0
0.1149,8.0,NV,Food Service Management,2013,680.0
0.156,7.0,OH,Professional,2013,640.0
0.2289,6.0,FL,Sales - Retail,2012,600.0
0.174,5.0,IL,Police Officer/Correction Officer,2014,660.0
0.1625,4.0,WI,Food Service,2013,680.0
0.1265,8.0,OH,Skilled Labor,2010,740.0
0.34,4.0,NV,Other,2010,680.0
0.2686,2.0,CA,Analyst,2013,680.0
0.1799,4.0,NC,Construction,2013,700.0
0.1299,7.0,FL,Waiter/Waitress,2013,680.0
0.1555,5.0,CA,Other,2014,700.0
0.2184,4.0,NV,Retail Management,2013,680.0
0.0799,9.0,IL,Engineer - Mechanical,2012,740.0
0.07,10.0,GA,Computer Programmer,2010,780.0
0.2246,3.0,GA,Other,2012,660.0
0.3204,1.0,AR,Computer Programmer,2012,600.0
0.1799,4.0,MI,Sales - Commission,2013,720.0
0.0989,6.0,CA,Civil Service,2013,740.0
0.1579,6.0,MA,Retail Management,2013,640.0
0.13,2.0,NC,Food Service Management,2014,760.0
0.1174,4.0,CA,Engineer - Mechanical,2013,700.0
0.0689,10.0,GA,Computer Programmer,2012,800.0
0.1699,8.0,VA,Professional,2011,680.0
0.285,8.0,TX,Retail Management,2011,680.0
0.1099,5.0,VA,Construction,2013,720.0
0.34,6.0,VA,Medical Technician,2010,680.0
0.2333,8.0,CA,Retail Management,2012,640.0
0.0709,8.0,FL,Other,2014,720.0
0.2024,4.0,PA,Executive,2013,660.0
0.2539,2.0,KY,Military Enlisted,2013,720.0
0.1799,7.0,CA,Other,2013,740.0
0.1674,5.0,GA,Teacher,2013,660.0
0.1199,7.0,CA,Clerical,2013,720.0
0.2399,6.0,CA,Administrative Assistant,2011,760.0
0.1459,6.0,CA,Administrative Assistant,2011,700.0
0.14,6.0,CA,Waiter/Waitress,2014,740.0
0.0939,10.0,NY,Professional,2014,740.0
0.2246,4.0,TX,Postal Service,2013,660.0
0.2155,8.0,GA,Retail Management,2010,720.0
0.2135,5.0,AR,Truck Driver,2014,640.0
0.1775,4.0,FL,Accountant/CPA,2014,720.0
0.1199,7.0,FL,Other,2012,660.0
0.1089,10.0,NJ,Sales - Retail,2014,680.0
0.1139,6.0,CO,Accountant/CPA,2014,720.0
0.0999,9.0,MD,Professional,2013,680.0
0.1815,3.0,TX,Other,2013,700.0
0.277,5.0,OH,Other,2012,740.0
0.1264,9.0,FL,Sales - Retail,2012,740.0
0.0769,9.0,CA,Engineer - Electrical,2013,760.0
0.083,8.0,CA,Teacher,2010,860.0
0.2457,3.0,CA,Sales - Retail,2013,840.0
0.2524,2.0,SC,Tradesman - Electrician,2014,660.0
0.1949,7.0,NE,Other,2012,660.0
0.2858,8.0,NY,Food Service,2012,640.0
0.2319,8.0,GA,Professional,2013,620.0
0.1359,4.0,NC,Other,2013,760.0
0.0989,8.0,OH,Attorney,2013,740.0
0.2024,2.0,GA,Analyst,2013,680.0
0.2352,6.0,PA,Tradesman - Electrician,2012,700.0
0.32,6.0,CA,Sales - Retail,2010,640.0
0.1255,6.0,CA,Social Worker,2013,700.0
0.2569,5.0,PA,Other,2011,720.0
0.1799,7.0,MD,Analyst,2011,720.0
0.0709,11.0,MN,Engineer - Mechanical,2014,760.0
0.2625,8.0,TX,Executive,2010,660.0
0.1259,5.0,FL,Executive,2013,760.0
0.2647,6.0,IN,Other,2012,600.0
0.1435,4.0,IL,Computer Programmer,2014,740.0
0.184,4.0,NC,Other,2013,720.0
0.092,9.0,CA,Computer Programmer,2010,720.0
0.13,6.0,CA,Bus Driver,2013,660.0
0.166,6.0,IL,Administrative Assistant,2013,680.0
0.2452,5.0,IL,Tradesman - Mechanic,2012,800.0
0.1459,6.0,ID,Professional,2011,680.0
0.1174,9.0,TX,Other,2013,760.0
0.1089,7.0,GA,Professional,2013,680.0
0.251,3.0,MN,Skilled Labor,2012,660.0
0.3077,5.0,MA,Skilled Labor,2012,700.0
0.1089,8.0,MA,Accountant/CPA,2013,700.0
0.0739,9.0,TX,Retail Management,2012,760.0
0.2869,3.0,OR,Skilled Labor,2013,640.0
0.2999,1.0,TN,Nurse (RN),2011,640.0
0.2832,2.0,IN,Police Officer/Correction Officer,2013,680.0
0.1069,8.0,MN,Executive,2013,860.0
0.1039,8.0,IL,Other,2014,700.0
0.089,5.0,CA,Food Service,2014,720.0
0.0939,8.0,TX,Nurse (RN),2013,700.0
0.1745,8.0,FL,Other,2012,720.0
0.2897,6.0,NC,Police Officer/Correction Officer,2012,700.0
0.0709,8.0,MT,Clerical,2014,720.0
0.0811,10.0,FL,Executive,2012,840.0
0.1154,9.0,ID,Postal Service,2011,720.0
0.1879,6.0,TX,Other,2013,640.0
0.1039,8.0,OH,Skilled Labor,2014,700.0
0.1039,9.0,TX,Dentist,2014,760.0
0.1899,7.0,MO,Professional,2011,680.0
0.2539,2.0,OR,Landscaping,2013,660.0
0.0599,10.0,TX,Investor,2013,820.0
0.152,2.0,TX,Scientist,2014,700.0
0.13,3.0,WI,Truck Driver,2014,700.0
0.177,3.0,TX,Sales - Commission,2013,700.0
0.1815,7.0,GA,Retail Management,2013,640.0
0.166,7.0,OH,Other,2013,720.0
0.2869,5.0,OH,Other,2012,740.0
0.2599,6.0,AL,Food Service Management,2011,720.0
0.1745,8.0,MI,Construction,2012,660.0
0.07,10.0,NY,Professional,2011,760.0
0.1296,10.0,TX,Professional,2012,720.0
0.26,5.0,FL,Retail Management,2010,720.0
0.089,6.0,IN,Police Officer/Correction Officer,2013,700.0
0.2461,6.0,NY,Professional,2011,660.0
0.2525,8.0,GA,Computer Programmer,2010,680.0
0.3077,4.0,MN,Laborer,2012,660.0
0.2832,2.0,CT,Sales - Retail,2013,680.0
0.3099,5.0,PA,Sales - Retail,2011,700.0
0.0999,11.0,NY,Other,2013,660.0
0.3077,4.0,MA,Professional,2012,700.0
0.3077,5.0,MD,Executive,2012,660.0
0.0666,10.0,VA,Teacher,2013,740.0
0.2539,2.0,NV,Other,2013,700.0
0.3315,6.0,CA,Retail Management,2010,640.0
0.3034,3.0,VA,Other,2013,680.0
0.0465,10.0,KY,Professional,2011,780.0
0.1296,8.0,VA,Other,2012,820.0
0.3077,3.0,CA,Sales - Retail,2012,720.0
0.1349,8.0,IN,Doctor,2012,740.0
0.2099,2.0,PA,Clerical,2012,740.0
0.187,4.0,NY,Medical Technician,2013,680.0
0.2059,4.0,TN,Other,2013,660.0
0.1229,8.0,IL,Sales - Commission,2011,760.0
0.2704,7.0,VA,Sales - Commission,2012,660.0
0.1665,4.0,PA,Other,2013,700.0
0.1214,9.0,CA,Administrative Assistant,2013,680.0
0.34,4.0,MI,Other,2010,640.0
0.173,7.0,IL,Food Service Management,2012,760.0
0.0929,8.0,PA,Professor,2011,740.0
0.1374,6.0,CA,Professional,2013,800.0
0.2109,3.0,MO,Other,2013,720.0
0.0799,8.0,NY,Professional,2012,680.0
0.1719,3.0,TX,Teacher,2013,700.0
0.251,4.0,OH,Civil Service,2012,620.0
0.1674,8.0,NC,Other,2012,680.0
0.1755,3.0,AZ,Professional,2014,700.0
0.2411,6.0,FL,Clerical,2012,660.0
0.3204,8.0,MO,Professional,2012,640.0
0.205,4.0,NY,Clerical,2013,640.0
0.1555,4.0,KS,Accountant/CPA,2014,660.0
